Species,Cohort,MATRR ID,Date of BC,Timepoint,State,TP:,ALB:,ALKP:,ALT:,AST:,GGT:,TBIL:,GLU:,BUN:,CREA:,K:,NA:,CL:,Ca:,PHOS:,Fe:,CHOL:,LDH:,TRIG:,A/G ratio:,DBIL:,Glob:,Amyl:,MG:,WBC:,NEUT%:,BAND%:,LY%,MONO%:,EOS%:,BASO%:,HCT:,HGB:,RBC:,MCV:,MCH:,MCHC:,PLT:,,
rhesus,5,10066,9/11/2009,open access,,7,4.4,120,20,33,47,0.2,62,12.2,0.9,4.4,155,113,9.6,4.7,130,125,414,108,1.7,,2.6,0,,9.6,60.5,0,34.4,3,1.5,0.6,38.8,13,5.12,76,25.4,33.5,480,,
rhesus,5,10067,8/26/2008,baseline,sedated,6.2,4.1,135,24,33,87,0.3,51,23.3,0.9,4,151,111,8.9,3.2,125,119,219,15,2,0,2.1,,,6,55.8,0,37.1,4.3,2.2,0.6,39.5,13.4,5.38,73,24.9,33.9,468,,
rhesus,5,10067,9/11/2009,open access,,6.3,4,118,17,38,54,0.3,54,13.9,0.7,4.2,150,117,9.4,5.7,161,140,295,172,1.7,0.1,2.3,0,,5,42.7,0,47.8,7.5,1.6,0.4,38.9,13.1,4.97,78,26.4,33.7,577,,
rhesus,5,10169,3/2/2010,open access,,6.3,4.1,138,41,,,,34,20.5,1.06,3.3,138,,,,,,,,,,,0,,15.7,84.2,0,10.5,3.6,1,0.7,40.1,13.1,5.23,77,25,32.7,316,,
rhesus,5,10170,10/6/2008,pre-induction,,6.8,,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,27.1,8.9,3.92,69,22.7,32.8,537,,
rhesus,5,10170,3/2/2010,open access,,6.6,4,235,28,,,,42,16.5,0.67,3.1,139,,,,,,,,,,,0,,8.4,45.4,0,48.6,4.4,1.1,0.5,39.1,12.8,5.54,71,23.1,32.7,260,,
rhesus,5,10171,10/19/2008,pre-induction,,6.5,,,,,,,,,,,,,,,,,,,,,,,,6.3,40,26,30,4,0,0,30.6,9.9,4.57,67,21.7,32.4,369,,
rhesus,5,10171,3/2/2010,open access,,7,4.5,407,20,,,,70,14.9,0.57,3.3,137,,,,,,,,,,,0,,7.4,42.7,0,51.7,4.3,0.8,0.5,39.1,12.9,5.67,69,22.8,33,374,,
cyno,8,10099,9/28/2010,baseline,sedated,6.1,3.2,151,34,39,31,0.1,62,12.5,0.6,3.7,146,114,9.4,4.2,166,138,418,55,1.1,,2.9,0,,12.3,30.6,,63,4.5,0.7,1.2,30.7,10.2,4.17,73.8,24.5,33.3,533,,
cyno,8,10099,3/16/2011,1.5 g/kg etoh induction,sedated,5.7,3,220,34,38,30,0.4,63,14.1,0.9,3.7,148,112,9.4,3.2,59,121,303,62,1.1,0.1,2.7,0,,14,50.6,,44.1,3.4,1,0.9,31.9,10.6,4.27,74.6,24.8,33.2,602,,
cyno,8,10099,7/13/2011,open access,sedated,6.6,3.1,224,29,43,32,0.3,56,14.7,0.5,3.9,147,106,9,4.8,125,141,559,93,0.9,0.1,3.5,0,,10.1,39.6,,51.9,6.2,1.3,1,39.3,13.4,5.26,74.8,25.5,34.1,563,,
cyno,8,10100,9/28/2010,baseline,sedated,6.8,3.4,145,51,47,29,0.2,68,10.3,0.7,3.6,148,113,9.6,4.2,110,153,267,47,1,,3.4,0,,9.7,42.4,,51.1,4.4,1.5,0.6,33.8,11.2,4.8,70.5,23.4,33.2,396,,
cyno,8,10100,3/16/2011,1.5 g/kg etoh induction,sedated,6.1,3.3,138,60,40,28,0.7,73,10.2,0.5,3.8,148,115,9.2,3.6,80,152,330,44,1.2,0.1,2.8,0,,7.5,48.1,,45.9,3.5,1.8,0.7,35.5,12.1,4.97,71.4,24.3,34.1,384,,
cyno,8,10100,7/13/2011,open access,sedated,6.6,3.3,110,41,39,30,0.6,70,11.6,0.8,3.6,147,110,8.3,3.6,114,147,243,79,1,0.1,3.3,0,,7.6,26.4,,65.7,5.8,1.5,0.6,38,12.7,5.39,70.4,23.6,33.5,412,,
cyno,8,10102,9/28/2010,baseline,sedated,6,3.6,87,71,41,23,0.1,75,22.1,1.1,3.8,147,114,9.5,3,106,178,371,36,1.5,,2.4,0,,13.6,59.2,,35.4,4,0.8,0.6,31.2,10.2,4.29,72.7,23.7,32.5,359,,
cyno,8,10102,3/16/2011,1.5 g/kg etoh induction,sedated,5.9,3.9,96,45,37,23,0.4,59,19.8,0.6,3.7,149,111,10,3.2,75,219,472,12,2,0.1,2,0,,5.4,31.9,,63,3.6,0.9,0.6,30.2,9.9,4.06,74.2,24.3,32.7,531,,
cyno,8,10102,7/13/2011,open access,sedated,6.2,3.8,93,88,61,26,0.3,61,23.5,0.9,3.5,148,108,8.9,3.5,99,212,570,30,1.6,0.1,2.4,0,,5.2,24,,70.5,3,1.8,0.7,32.7,10.7,4.42,73.9,24.2,32.8,291,,
cyno,8,10103,9/28/2010,baseline,sedated,6.3,3.5,140,46,78,48,0.2,67,15.2,0.7,4.1,147,112,9.6,4.4,79,121,718,60,1.3,,2.8,0,,9.8,63.3,,29.7,4.2,2.4,0.4,35.7,11.8,4.42,80.7,26.7,33.1,451,,
cyno,8,10103,3/16/2011,1.5 g/kg etoh induction,sedated,5.6,3,155,35,41,40,0.5,60,11.5,0.4,3.9,147,111,8.7,3.6,74,102,411,90,1.2,0.1,2.6,0,,8.8,60.4,,31.6,5.1,2.4,0.5,33.7,11,4.18,80.7,26.3,32.6,401,,
cyno,8,10103,7/13/2011,open access,sedated,6.3,3.1,141,53,50,50,0.3,51,11.4,0.8,4.1,149,111,8.8,4.1,82,114,367,140,1,0.1,3.2,0,,6.5,55,,34.6,5,3.6,1.8,40.8,13.4,5.02,81.3,26.8,32.9,350,,
cyno,8,10104,9/28/2010,baseline,sedated,6,3.4,87,32,74,45,0.1,64,12.6,1.1,3.6,147,115,8.8,2.8,93,87,573,45,1.3,,2.6,0,,12.5,52.9,,39.8,5.2,1.4,0.7,33.1,10.9,4.79,69.1,22.7,32.9,364,,
cyno,8,10104,3/16/2011,1.5 g/kg etoh induction,sedated,6,3.5,91,18,33,51,0.5,52,13.2,0.7,3.8,147,110,9,4.4,95,99,559,40,1.4,0.1,2.5,0,,11.3,44.2,,47.4,6.3,1.2,0.9,34,11.3,4.88,69.6,23.1,33.1,436,,
cyno,8,10104,7/13/2011,open access,sedated,6.6,3.7,87,27,53,52,0.5,45,15.3,0.5,3.7,149,109,8.5,4.3,122,132,628,239,1.3,0.1,2.9,0,,8.3,32.3,,59.4,5.6,2,0.7,38.8,12.9,5.62,68.9,22.9,33.2,462,,
cyno,8,10105,9/28/2010,baseline,sedated,5.8,3.9,102,47,68,44,0.1,60,16.2,0.7,3.8,148,116,9.4,3.6,64,107,393,28,2.1,,1.9,0,,6.2,38.9,,58.2,2,0.6,0.3,30.4,9.9,4.03,75.3,24.5,32.6,360,,
cyno,8,10105,3/16/2011,1.5 g/kg etoh induction,sedated,5.5,3.9,106,37,39,41,0.4,56,13.2,1,3.4,148,114,9.2,3.7,73,113,299,37,2.4,0.1,1.6,0,,5.4,31.8,,65.2,1.9,0.6,0.5,31.3,10.3,4.15,75.4,24.8,32.8,436,,
cyno,8,10105,7/13/2011,open access,sedated,6.4,4.2,88,22,45,48,0.5,53,18.9,0.9,3.5,149,111,8.9,3.8,91,133,448,66,1.9,0.1,2.2,0,,6,24,,72.8,2.2,0.5,0.5,37,12.3,4.92,75.3,25,33.2,427,,
cyno,8,10106,9/28/2010,baseline,sedated,6.8,3.2,163,27,70,28,0.5,65,12.7,1,4.3,146,114,9.3,3.9,109,106,736,149,0.9,0.1,3.6,0,,6,28.7,,63.5,5.2,1.9,0.7,35.6,11.8,4.87,73.1,24.2,33.2,272,,
cyno,8,10106,3/16/2011,1.5 g/kg etoh induction,sedated,6.3,3.2,235,19,28,28,0.4,64,9.2,0.6,3.6,149,112,9,4.3,45,91,367,130,1,0.1,3.1,0,,7.6,40.6,,52.2,4.9,1.5,0.8,35.6,11.8,4.89,72.8,24.2,33.3,367,,
cyno,8,10106,7/13/2011,open access,sedated,7.2,3.3,144,34,43,28,0.4,56,15.1,0.7,3.5,147,110,8.6,4.4,99,103,408,116,0.8,0.1,3.9,0,,6.4,25,,68,4.9,1.3,0.8,39.8,13.3,5.4,73.6,24.7,33.5,334,,
cyno,9,10197,8/15/2011,baseline,sedated,,,,,,,,,,,,,,,,,,,,,,,,,14.6,50.7,0,42.1,4.7,1.5,1,40.1,13.4,5.11,78.6,26.2,33.3,488,,
cyno,9,10197,11/29/2011,baseline,sedated,,,,,,,,,,,,,,,,,,,,,,,,,10.4,54.9,0,37.4,5.5,1.8,0.4,38.6,13.1,5.06,76.3,25.9,33.9,439,,
cyno,9,10197,9/18/2012,pre-induction,sedated,7.3,4.5,191,27,35,91,0.1,63,25.5,1.1,4,145,100,10,4.1,177,122,595,65,1.6,,2.8,,,11.73,61.3,0,32.7,3.9,1.6,0.5,39.65,13.41,5.03,78.82,26.7,33.8,399,,
cyno,9,10197,4/2/2013,open access,sedated,7,4.1,151,30,34,81,0.4,61,18.9,1.2,3.9,149,104,9,4.2,195,146,293,96,1.4,0.1,2.9, ,,10.73,52.1,0,41,4.9,1.6,0.4,39.93,13.01,4.99,79.94,26.1,32.6,415,,
cyno,9,10198,8/15/2011,baseline,sedated,,,,,,,,,,,,,,,,,,,,,,,,,8,28.6,0,61.9,3.4,5.6,0.5,35.8,11.6,4.8,74.5,24.1,32.3,344,,
cyno,9,10198,11/29/2011,baseline,sedated,6.6,4.3,243,18,34,58,0.5,59,15.4,0.7,3.4,147,111,9.1,5.1,84,126,875,30,1.9,0.1,2.3,,,6.5,48.8,0,46,3.6,1.3,0.3,31.7,10.7,4.54,69.8,23.5,33.7,269,,
cyno,9,10198,9/18/2012,pre-induction,sedated,6.8,4.3,105,32,32,66,0.2,53,30.2,1,3.9,146,106,9.5,2.6,104,86,545,24,1.7,,2.5,,,6.32,61.7,0,30.2,3.3,4.2,0.6,33.2,11.06,4.52,73.45,24.5,33.3,304,,
cyno,9,10198,4/2/2013,open access,sedated,6.5,4.1,129,26,31,63,0.3,54,15.6,0.9,3.6,150,108,9.2,3.7,91,129,386,30,1.7,0.1,2.4, ,,6.39,62.1,0,32.3,2.9,2.5,0.2,33.71,11.06,4.61,73.05,24,32.8,336,,
cyno,9,10199,8/15/2011,baseline,sedated,,,,,,,,,,,,,,,,,,,,,,,,,7.3,28.8,0,64.9,4.2,1.3,0.8,39.4,13.2,5.17,76.3,25.4,33.4,389,,
cyno,9,10199,11/29/2011,baseline,sedated,6.8,4.1,204,26,32,65,0.6,68,22.5,1,3.7,147,108,9.2,4,107,121,659,49,1.5,0.1,2.7,,,9.5,56.4,0,37.4,4.4,1.3,0.5,36.4,12.5,4.88,74.4,25.5,34.3,347,,
cyno,9,10199,9/18/2012,pre-induction,sedated,6.9,4,111,38,42,83,0.1,71,29.1,1.4,3.9,145,102,9.7,3.7,109,104,583,32,1.4,,2.9,,,5.33,45.6,0,45.6,4.7,3.7,0.4,38.79,12.97,5.08,76.42,25.6,33.4,361,,
cyno,9,10199,4/2/2013,open access,sedated,6.6,4.1,91,37,32,74,0.4,63,28.6,1.2,4.1,149,106,8.9,4,116,133,298,48,1.6,0.1,2.5, ,,5.98,52.6,0,39.8,6,1.2,0.4,37.99,12.65,5,76.01,25.3,33.3,372,,
cyno,9,10200,8/15/2011,baseline,sedated,7,3.8,282,52,,,,67,12,0.89,3.5,141,,,,,,,,,,,,,6.9,38.3,0,53.8,6.1,0.9,0.9,38.9,12.7,5.63,69.1,22.5,32.5,302,,
cyno,9,10200,11/29/2011,baseline,sedated,7.3,4.3,290,55,32,67,0.6,54,16.7,0.8,3.7,144,111,9.3,5.3,111,113,388,40,1.4,0.1,3,,,9.2,39.1,0,54.5,4.9,1.1,0.4,37.4,12.6,5.68,65.9,22.1,33.6,224,,
cyno,9,10200,9/18/2012,pre-induction,sedated,7.4,4.5,216,58,30,52,0.3,50,30.6,0.9,4.1,147,106,9.1,3.6,149,102,484,40,1.6,0.1,2.9,,,4.15,28.1,0,64,6.2,1.2,0.5,35.34,11.79,5.12,69.04,23,33.4,333,,
cyno,9,10200,4/2/2013,open access,sedated,7,4.4,146,29,22,45,0.4,53,18.9,0.7,4.1,149,106,9,5.8,125,135,325,82,1.7,0.1,2.6,,,5.6,21,0,68.2,7.8,2.7,0.3,36.7,12.29,5.33,68.82,23.1,33.5,388,,
cyno,9,10201,8/15/2011,baseline,sedated,,,,,,,,,,,,,,,,,,,,,,,,,14.1,32.1,0,61.2,4.2,1.4,1.1,40.2,12.8,5.65,71.2,22.7,31.9,521,,
cyno,9,10201,11/29/2011,baseline,sedated,6.4,4.2,266,30,37,115,0.5,60,19.8,0.9,4.2,147,107,9.2,5,118,95,327,34,1.9,0.1,2.2,,,13.7,38.2,0,52.8,5.6,2.7,0.7,36.7,12,5.43,67.5,22.2,32.8,492,,
cyno,9,10201,9/18/2012,pre-induction,sedated,6.2,4.1,165,37,36,107,0.2,56,28.4,1,4,147,104,9.5,3,88,67,339,21,2,,2.1,,,8.56,47.2,0,45.2,5.2,1.5,0.9,37.21,12.04,5.29,70.35,22.8,32.4,487,,
cyno,9,10201,4/2/2013,open access,sedated,6.2,4,85,34,29,117,0.4,54,22.1,1,3.8,148,102,9.2,3.8,117,102,179,42,1.8,0.1,2.2, ,,6.48,46.6,0,45,6.7,1.4,0.3,38,12.23,5.38,70.61,22.7,32.2,491,,
cyno,9,10202,8/15/2011,baseline,sedated,6.5,3.6,205,29,,,,70,13,0.81,4,139,,,,,,,,,,,,,10.4,46.8,0,47.5,3.9,1.1,0.7,40.8,13.3,5.54,73.5,23.9,32.6,363,,
cyno,9,10202,11/29/2011,baseline,sedated,6.5,3.6,205,29,,,,70,13,0.81,4,139,,,,,,,,,,, ,,10.4,46.8,0,47.5,3.9,1.1,0.7,40.8,13.3,5.54,73.5,23.9,32.6,363,,
cyno,9,10202,9/18/2012,pre-induction,sedated,6.5,3.9,119,27,42,67,0.3,51,30.4,1.1,4.1,143,101,9.5,3.7,142,102,510,38,1.5,0.1,2.6,,,8.02,47.4,0,46,4,2.2,0.4,40.79,13.43,5.57,73.29,24.1,32.9,348,,
cyno,9,10202,4/2/2013,open access,sedated,6.2,3.6,81,30,34,62,0.4,57,23.1,1,4.1,148,107,8.8,4.4,180,116,366,57,1.4,0.1,2.6,,,8.22,54.2,0,39.3,4.1,1.9,0.5,40.07,13.13,5.36,74.78,24.5,32.8,443,,
cyno,9,10203,8/15/2011,baseline,sedated,,,,,,,,,,,,,,,,,,,,,,,,,8.7,33.3,,59.5,4.8,1.6,0.8,41.8,13.1,5.61,74.5,23.4,31.4,401,,
cyno,9,10203,11/29/2011,baseline,sedated,6.6,3.5,153,39,52,57,0.7,47,12.2,0.7,4.9,146,109,8.5,4.4,158,90,635,63,1.1,0.1,3.1,,,8.5,41.7,,50.3,5.4,1.9,0.7,39,13,5.31,73.4,24.5,33.4,372,,
cyno,9,10203,9/18/2012,pre-induction,sedated,6.5,3.6,130,59,52,56,0.1,63,17.4,0.6,3.7,145,103,9.3,4.9,98,95,497,110,1.2,,2.9,,,7.1,34.1,,57.4,4.8,3.2,0.5,36.61,12,4.91,74.57,24.5,32.8,377,,
cyno,9,10203,4/2/2013,open access,sedated,6.7,3.6,110,85,42,52,0.4,70,15.2,0.8,4.1,150,104,8.8,4.8,131,110,254,191,1.2,0.1,3.1,,,9.33,42.9,,48.9,6.2,1.4,0.6,39.4,12.79,5.19,75.94,24.6,32.5,432,,
cyno,9,10204,8/15/2011,baseline,sedated,,,,,,,,,,,,,,,,,,,,,,,,,10.7,50.5,,40.9,5.1,2.9,0.6,38.3,12.2,5.07,75.4,24,31.8,519,,
cyno,9,10204,11/29/2011,baseline,sedated,6.3,4.2,173,34,29,90,0.4,54,17.9,1.1,3.9,146,108,9.3,3.8,158,88,278,94,2,0.1,2.1,,,9.4,58.9,,32.9,4.5,3.3,0.4,35.6,11.8,4.94,72.1,23.8,33,426,,
cyno,9,10204,9/18/2012,pre-induction,sedated,6.3,4.1,89,37,25,84,0.1,57,22,1.1,3.8,143,103,9.6,4,153,87,200,81,1.9,,2.2,,,8.58,61,,32.6,3.4,2.6,0.4,34.53,11.27,4.75,72.64,23.7,32.6,412,,
cyno,9,10204,4/2/2013,open access,sedated,6.1,3.9,73,50,19,89,0.3,65,18.8,1,4.2,147,105,8.9,4,155,96,146,195,1.8,0.1,2.2, ,,7.36,45.3,,45.5,5.1,3.7,0.4,35.79,11.53,4.91,72.86,23.5,32.2,473,,
cyno,9,10205,8/15/2011,baseline,sedated,,,,,,,,,,,,,,,,,,,,,,,,,8.7,25.4,,68.8,4.5,0.5,0.8,40.5,13,5.51,73.5,23.6,32.1,395,,
cyno,9,10205,11/29/2011,baseline,sedated,6.3,4.1,367,18,31,86,0.6,51,14.6,0.8,4.1,147,108,9,4.9,150,108,414,58,1.9,0.1,2.2,,,7.7,36.7,,56.6,5.3,1,0.4,39.7,13.2,5.56,71.4,23.8,33.3,329,,
cyno,9,10205,9/18/2012,pre-induction,sedated,6.9,4.3,189,24,32,89,0.3,59,23.5,0.8,4.6,143,100,9.6,4.6,115,68,403,36,1.7,0.1,2.6,,,7.5,51.4,,41.1,6,0.9,0.6,41.71,13.64,5.74,72.69,23.8,32.7,391,,
cyno,9,10205,4/2/2013,open access,sedated,6.6,4.2,105,16,28,70,0.4,56,15.7,0.8,4.6,148,104,8.9,4.5,137,100,472,56,1.8,0.1,2.4,,,11.66,65.3,,25.6,7.2,1.3,0.6,40.05,12.83,5.4,74.19,23.8,32,406,,
cyno,9,10206,8/15/2011,baseline,sedated,,,,,,,,,,,,,,,,,,,,,,,,,10.3,53.7,,36.7,6.4,2.5,0.7,39.9,12.8,5.16,77.4,24.8,32,487,,
cyno,9,10206,11/29/2011,baseline,sedated,6.5,4.4,128,15,42,41,0.3,50,12.7,0.8,4.2,148,110,9.4,4.6,134,105,637,62,2.1,0.1,2.1,,,10.6,67.2,,25.7,4.6,2,0.5,38.9,12.7,5.25,74.1,24.2,32.7,467,,
cyno,9,10206,9/18/2012,pre-induction,sedated,6.5,4.3,131,19,26,45,0.2,80,16.4,0.8,3.6,145,103,9.5,5,110,121,375,72,2,0.1,2.2,,,11,58.8,,32.5,3.1,5.1,0.5,37.23,12.16,5.04,73.84,24.1,32.7,444,,
cyno,9,10206,4/2/2013,open access,sedated,6.5,4.3,131,19,26,45,0.2,80,16.4,0.8,3.6,145,103,9.5,5,110,121,375,72,2,0.1,2.2,,,11,58.8,,32.5,3.1,5.1,0.5,37.23,12.16,5.04,73.84,24.1,32.7,444,,
cyno,9,10207,8/15/2011,baseline,sedated,,,,,,,,,,,,,,,,,,,,,,,,,12.7,34.8,,54.3,5.1,4.9,0.9,37.8,12.1,5.01,75.3,24.1,32,381,,
cyno,9,10207,11/29/2011,baseline,sedated,,,,,,,,,,,,,,,,,,,,,,,,,9.9,36.2,,53.9,3.8,5.6,0.5,36.5,12.1,5.09,71.7,23.8,33.2,394,,
cyno,9,10207,9/18/2012,pre-induction,sedated,6.6,4.1,231,30,31,85,0.3,81,22.4,1,4,145,103,9.4,3.9,95,76,308,59,1.6,0.1,2.5,,,12.74,30,,58,7,5,0,38.06,12.55,5.15,73.87,24.4,33,406,,
cyno,9,10207,4/2/2013,open access,sedated,7.4,4.6,128,31,31,74,0.4,90,15.9,1,4,149,103,8.9,4.3,159,140,306,170,1.6,0.1,2.8,,,12.52,65.8,,25.6,6.7,1.5,0.4,39.31,12.73,5.2,75.62,24.5,32.4,472,,
rhesus,10,10216,9/17/2012,baseline,sedated,7.4,4.8,333,29,35,,0.1,46,27.2,1.13,4.4,152,112,,5.1,,121,,17,,,,,1.78,9.49,74,,20.3,3.8,1.5,0.4,37.77,12.91,5.62,67.17,23,34.2,407,,
rhesus,10,10216,3/11/2013,H2O induction,sedated,7.2,4.7,322,40,25,56,0.1,65,22.3,0.99,3.6,148,105,,4.7,,128,,26,,,,,1.66,7.39,47.7,,44.5,5,2.3,0.5,36.02,11.9,5.26,68.49,22.6,33,452,,
rhesus,10,10216,9/16/2013,open access,awake,8.2,5.1,265,26,18,57,0.1,70,26,1,4.3,152,108,,5.1,,177,,25,,,,,2.03,7.62,46,,46.9,4.5,2.2,0.4,41.38,13.76,5.95,69.6,23.1,33.3,407,,
rhesus,10,10216,2/11/2014,open access,sedated,7.3,4.9,340,35,27,53,0.1,84,18.6,1.2,3.7,149,104,,5.4,,129,,21,,,,,1.81,8.61,60.8,,33.3,3.9,1.7,0.3,36.02,12.23,5.16,69.75,23.7,34,448,,
rhesus,10,10216,8/12/2014,open access,sedated,7.5,4.7,208,28,24,48,0.1,64,29.8,1.1,4.6,148,103,,4.5,,129,,33,,,,,1.9,10.09,33.5,,57.2,4,4.7,0.6,37.74,12.7,5.36,70.45,23.72,33.66,414,,
rhesus,10,10216,2/18/2015,1st relapse,sedated,,,,,,,,,,,,,,,,,,,,,,,,,21.08,82,,12.5,3.7,1.2,0.6,35.42,11.93,4.95,71.52,24.08,33.67,359,,
rhesus,10,10208,9/17/2012,baseline,sedated,7,4.1,366,27,33,,0.1,60,24.2,1.4,4.2,149,111,,2.5,,141,,63,,,,,1.82,4.61,74.7,,19.4,3.1,2.5,0.3,39.03,13.1,5.18,75.39,25.3,33.6,365,,
rhesus,10,10208,3/11/2013,H2O induction,sedated,6.7,4.2,400,36,25,90,0.2,68,16.7,1.07,3.7,144,106,,4.9,,132,,36,,,,,1.76,3.51,53.3,,38,4.9,2.9,0.9,36.2,12.19,4.83,75.03,25.3,33.7,182,,
rhesus,10,10208,9/16/2013,open access,awake,7.9,4.8,227,25,29,97,0.2,89,56.2,1.2,4.9,136,96,,5.1,,150,,67,,,,,2.13,11.86,54.1,,37.7,6.7,1.1,0.4,38.92,13.11,5.12,75.97,25.6,33.7,485,,
rhesus,10,10208,2/11/2014,open access,sedated,6.9,4.3,214,35,36,64,0.2,68,31,1.3,3.9,144,108,,4.2,,125,,124,,,,,1.81,3.83,52.7,,39.5,5.4,2.2,0.2,35.92,12.37,4.69,76.52,26.4,34.4,358,,
rhesus,10,10208,8/12/2014,open access,sedated,7.3,4.6,155,31,42,74,0.2,78,38.9,0.9,5.1,130,90,,4.5,,116,,194,,,,,1.87,6.01,30.3,,64.9,3.2,1.1,0.5,36.77,12.51,4.78,76.93,26.17,34.02,405,,
rhesus,10,10208,2/18/2015,1st relapse,sedated,,,,,,,,,,,,,,,,,,,,,,,,,5.87,41.8,,48.6,6.6,2,1,38.47,12.87,4.99,77.13,25.81,33.47,367,,
rhesus,10,10209,9/17/2012,baseline,sedated,7.4,4.5,490,32,37,,0.1,112,24.6,0.8,3.8,149,107,,4,,165,,74,,,,,1.77,10.52,50.3,,43.7,4.3,1,0.7,42.78,14.09,6.39,66.95,22.1,32.9,349,,
rhesus,10,10209,3/11/2013,H2O induction,sedated,7.2,4.6,410,40,24,91,0.1,82,23.1,0.82,4.2,147,107,,3.8,,151,,43,,,,,1.93,6.67,46.1,,47.7,4.6,1.2,0.4,39.97,13.17,5.96,67.09,22.1,33,467,,
rhesus,10,10209,9/16/2013,open access,awake,7.4,4.6,258,39,33,71,0.2,93,23.4,0.8,4.2,147,104,,4.8,,209,,96,,,,,1.93,9.44,55,,39.2,4.2,1.1,0.5,40.21,13.18,5.77,69.69,22.8,32.8,415,,
rhesus,10,10209,2/11/2014,open access,sedated,7,4.7,301,57,55,102,0.1,79,16.6,0.8,3.7,148,108,,4.8,,171,,75,,,,,1.97,5.79,47.5,,47.1,4.2,0.8,0.4,36.97,12.47,5.4,68.48,23.1,33.7,388,,
rhesus,10,10209,8/12/2014,open access,sedated,7.2,4.6,222,35,36,76,0.2,51,24.2,0.9,5,149,104,,5.2,,187,,73,,,,,1.89,6.16,41.2,,53.3,4.2,0.8,0.5,39.4,13.05,5.69,69.24,22.94,33.13,409,,
rhesus,10,10209,2/18/2015,1st relapse,sedated,,,,,,,,,,,,,,,,,,,,,,,,,8.05,50,,44.5,4.2,0.7,0.6,38.36,12.58,5.58,68.78,22.55,32.79,411,,
rhesus,10,10210,9/17/2012,baseline,sedated,7.3,5,290,64,32,,0.1,84,18.5,1.12,4.4,148,109,,4.4,,142,,55,,,,,1.5,5.43,58.7,,36.1,3.5,1.2,0.5,42.7,14.42,6.04,70.68,23.9,33.8,180,,
rhesus,10,10210,3/11/2013,H2O induction,sedated,6.7,4.7,296,42,22,67,0.1,79,19.4,1,3.7,145,106,,5.1,,101,,31,,,,,1.42,4.79,29,,62.3,5.3,3.2,0.2,39.1,12.93,5.48,71.41,23.6,33.1,564,,
rhesus,10,10210,9/16/2013,open access,awake,7.3,5,163,50,34,62,0.2,64,20.3,1.1,4.2,145,106,,4.3,,118,,70,,,,,1.74,7.77,53.3,,38.9,5.3,2,0.5,42.13,14,5.72,73.67,24.5,33.2,376,,
rhesus,10,10210,2/11/2014,open access,sedated,6.8,4.8,141,107,47,70,0.1,68,17.1,1,3.7,147,109,,4.8,,132,,60,,,,,1.74,5.27,50.7,,41.9,3.7,3.3,0.4,38.22,13.08,5.28,72.43,24.8,34.2,275,,
rhesus,10,10210,8/12/2014,open access,sedated,7.2,5,325,255,142,296,0.1,42,18.2,1,4.8,148,106,,4.1,,121,,88,,,,,1.81,7.89,48.1,,41.3,6.3,3.8,0.5,42.5,14.31,5.79,73.44,24.72,33.66,361,,
rhesus,10,10210,2/18/2015,1st relapse,sedated,,,,,,,,,,,,,,,,,,,,,,,,,8.19,51,,39.5,5.3,3.8,0.4,41.37,13.63,5.63,73.51,24.22,32.95,413,,
rhesus,10,10220,9/17/2012,baseline,sedated,7.5,4.7,472,27,30,,0.1,104,11.8,1.2,4.6,152,110,,7.3,,149,,48,,,,,1.71,13.07,51.9,,41.5,3.6,2.3,0.7,41.78,13.76,6.23,67.03,22.1,32.9,382,,
rhesus,10,10220,3/11/2013,H2O induction,sedated,7,4.7,293,23,17,59,0.1,111,15.4,0.85,3.8,145,105,,5.8,,151,,37,,,,,1.78,9.01,30.7,,58.2,4.7,5.6,0.8,37.47,12.27,5.57,67.27,22,32.7,451,,
rhesus,10,10220,9/16/2013,open access,awake,7.3,4.8,295,24,17,71,0.2,84,11.6,0.9,4.3,147,106,,4.6,,166,,35,,,,,1.78,10.66,45.2,,49.1,3.8,1.3,0.6,40.2,13.06,5.81,69.16,22.5,32.5,436,,
rhesus,10,10220,2/11/2014,open access,sedated,6.7,4.4,163,61,17,55,0.1,67,11,1.1,3.8,148,110,,4.4,,169,,48,,,,,1.79,6.5,56.6,,38.1,3.6,1.4,0.3,34.84,11.85,5.08,68.58,23.3,34,380,,
rhesus,10,10220,8/12/2014,open access,sedated,7.6,4.8,160,86,25,66,0.1,59,10.2,0.9,4.8,146,111,,4.2,,177,,55,,,,,1.89,9.95,44.3,,48.8,4.6,1.8,0.5,40.46,13.43,5.87,68.94,22.88,33.19,466,,
rhesus,10,10220,2/18/2015,1st relapse,sedated,,,,,,,,,,,,,,,,,,,,,,,,,5.56,41.1,,53.1,3.2,2.3,0.3,38.05,12.6,5.52,68.92,22.82,33.11,375,,
rhesus,10,10211,9/17/2012,baseline,sedated,6.8,4.4,406,29,29,,0.1,62,22.2,1.28,4,148,109,,4.4,,152,,26,,,,,1.57,4.29,40,,50.1,7.9,1.4,0.6,40.51,13.46,5.88,68.95,22.9,33.2,290,,
rhesus,10,10211,3/11/2013,H2O induction,sedated,6.5,4.2,400,26,22,60,0.2,69,20.7,1.06,3.9,144,106,,5.2,,164,,33,,,,,1.6,4.68,22.4,,71.2,4.8,1,0.6,38.53,12.5,5.49,70.18,22.8,32.5,369,,
