ID,Drinking Category,Species,Sex,Age,Cortisol,ACTH,Deoxycorticosterone,Aldosterone,DHEAS,Osteocalcin,CTX,FGF_basic,IL_1b,G_CSF,IL_10,IL_6,IL_12,RANTES,Eotaxin,IL_17,MIP_1a,GM_CSF,MIP_1b,MCP_1,IL_15,EGF,IL_5,HGF,VEGF,IFN_y,MDC,I_TAC,MIFAnalyte_46,IL_1RA,TNF_a,IL_2,IP_10,MIG,IL_4,IL_8,IL_23,VEGF_D
10060,BD,Rhesus,M,5.70579820256405,,,,,,25.03,1.76,6.0885372261,6.7301563792,24.5099377948,2.0285785138,1.7367918028,512.6340999302,2068.6831491297,226.6835222941,6.1320349165,14.8065401217,0.7589857251,55.7492432513,233.0915324966,8.7817713922,3.5719831873,0.2992395213,37.6012872679,0.8208724358,11.8865638186,332.0112977307,41.4238078311,124.2865954618,2214.3231104628,19.5720158035,118.2392862828,2.6239187641,65.6210517264,3.2541693216,0.8662003705,118.2392862828,0.8208724358
10061,VHD,Rhesus,M,5.85090727393444,,,,,,15.58,1.43,0.18,1.1007292946,90.859119716,1.4779144445,1.5878860413,323.3741412156,799.3116946953,176.8985919554,9.2489995431,21.7162031553,0.7884793771,27.240378046,235.5360311477,12.7404978972,0.29,0.4738573181,26.4905641709,0.0968520681,12.8255092061,1620.0569112215,62.3237987027,846.6237420537,582.8078880376,13.6203571615,153.9252663298,3.5963591501,324.2134981322,3.2777686065,0.29,153.9252663298,0.0968520681
10065,HD,Rhesus,M,5.93578239115108,,,,,,31.88,2.18,6.3994085589,2.0541751961,57.93060783385,1.58696492275,3.35609643945,297.5326113236,1977.56769641825,88.8020422183,7.1545384516,17.7658360501,1.47254076405,102.0197174054,234.43045035755,37.03583302525,3.6714162805,0.554037361,89.34889555445,0.0858760671,48.78122311065,976.4138847985,39.7963048173,200.8074333196,438.72816570235,18.32161460155,227.13168409505,3.70051982315,229.045187354,4.22942323164999,0.29,227.13168409505,0.0858760671
10066,VHD,Rhesus,M,5.77424587773876,,,,,,20.36,2.25,4.06970254815,0.90583784315,56.94718229255,1.3596768729,2.58534342915,244.8916708518,979.5906679745,82.2383551341999,4.0919716682,13.5228008299,0.681587756399999,25.26125672055,105.6398051907,5.1896513425,0.3902207152,0.38078747835,25.4972639537,0.1038451716,12.1822086219,817.38738591395,26.73886772145,180.1745238089,323.59860370925,12.87771276695,134.6114404858,3.4461463955,238.15763822315,2.12973604535,0.29,134.6114404858,0.1038451716
10067,HD,Rhesus,M,5.8125765758366,,,,,,12.58,1.03,2.0936550423,1.5804709152,69.0011561411,1.5993899299,2.2976957249,421.0000955555,1312.5434780217,295.3229399728,8.930974609,13.4044759802,0.6813150096,21.1311737337,431.6320316915,0.8089222768,0.29,0.5931733617,44.7016554868,0.1517821464,15.9195815916,1060.3313374482,159.8939755378,173.411111788,483.8408273162,13.8958640745,106.5357643777,6.45063823,184.1365368174,4.7992610439,10.6349452734,106.5357643777,0.1517821464
10082,HD,Rhesus,M,6.29171030205959,26.59,154.5,368,235.676,0.15,41.6,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10083,LD,Rhesus,M,5.79341122678768,22.01,70.07,299,131.624,0.133,11.57,0.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10084,LD,Rhesus,M,5.65651587643825,32.15,64.14,397,129.785,0.087,32.91,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10085,LD,Rhesus,M,5.86459680896938,17.96,110.4,325,59.784,0.184,29.05,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10086,BD,Rhesus,M,5.64282634140331,12.86,22.47,243,45.048,0.151,26.91,0.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10087,BD,Rhesus,M,4.35601004811871,,,,,,14.21,0.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10088,HD,Rhesus,M,4.48742958445416,,,,,,26.96,1.83,3.879154226,3.3323006888,31.03463440115,1.15455986295,2.04481058865,252.58241612975,254.9919545417,122.28928952325,4.3909248545,10.8719733377,0.1937950088,63.12146990375,137.943841254199,8.4614957759,7.07650403245,0.15923833595,35.5637910513,0.389843161199999,12.9604040413999,428.292757045849,32.9615190628,18.66514740005,524.1472112889,7.7455069487,56.7071140641,1.60284787655,56.304065949,1.76818553285,0.1521804534,56.7071140641,0.389843161199999
10090,LD,Rhesus,M,4.25470748886014,,,,,,35.95,1.53,2.4763822448,2.8799503298,14.4043321967,1.0743070128,1.3704343226,287.2032972328,333.4747517202,119.2311437304,4.7664132653,8.3141568281,0.7283539829,30.9557069041,264.9821234532,9.5901388525,0.88,0.4146418138,23.1603259323,0.4380841429,5.7441746113,821.6390228991,36.9848615137,36.9155386166,779.3441896775,10.9759102068,74.5630188331,1.3543803806,57.2396233963,2.6933826401,0.29,74.5630188331,0.4380841429
10091,VHD,Rhesus,M,4.34505842009076,,,,,,20.46,1.41,3.1418519805,4.7326542743,0.8359365724,1.1412907881,1.1868085936,66.6814769245,481.3616245764,126.5271046873,2.2866167938,10.1469499311,0.6078268452,171.8315162808,94.2785939933,5.9993907273,0.88,0.1848755312,20.6218441807,0.346758586,9.9130206611,371.4873125534,28.987777311,16.5659246075,817.0631283162,9.6130216292,31.7697035311,0.9771175299,59.4136599911,1.5795028799,0.29,31.7697035311,0.346758586
10092,LD,Rhesus,M,4.29577609396496,,,,,,24.79,0.987,6.3444650778,3.07080476655,16.8459807425,1.0743070128,2.1023847354,188.57640967545,1282.27006667329,103.4700240635,4.41674570705,12.43462816425,0.74383287545,69.9256032514,175.68101181915,7.80046783929999,0.88,0.2610695625,30.50042971325,0.4375184692,9.30094702545,497.86721443575,33.6304596967,40.86233230355,1737.0806116457,16.56323589395,86.8455835757,1.98080364585,60.38399641135,2.6933826401,0.450327463,86.8455835757,0.4375184692
10097,HD,Rhesus,M,4.3341067920628,,,,,,43.97,1.23,3.8961968938,4.2745837438,53.8204389828,1.9305624683,2.7190033402,261.0807418902,2650.4710595635,130.9871210605,7.359022947,15.2975962193,0.3834414817,18.7877125312,189.5739541281,14.778797411,0.88,0.1386519698,51.5405080824,1.2012278871,10.4214532879,1087.8974251509,54.3675104543,629.8515277352,2340.7981784067,17.5030573889,131.5109406487,2.6311321089,64.9257512655,2.5346666246,0.6052916977,131.5109406487,1.2012278871
10208,BD,Rhesus,M,5.87554843699733,,,,,,43.88,2.6,,,,,,,1206.098368,80.07501618,,,,,,,2.140437601,,55.09136528,,,602.985841,,20.14459207,,,,,32.0183795,,,,
10209,HD,Rhesus,M,5.83721773889949,,,,,,13.86,1.11,,,,,,,5105.406911,91.42688763,,,,,,,3.838897745,,73.34237238,,,678.0877241,,24.99465583,,,,,18.58403933,,,,
10210,LD,Rhesus,M,6.16302867273113,,,,,,14.75,1.27,,,,,,,2782.829094,59.65548886,,,,,,,3.838897745,,61.61075768,,,498.5918199,,12.89073973,,,,,15.03048742,,,,
10211,BD,Rhesus,M,5.01858354380993,,,,,,45.58,2.2,,,,,,,1728.381768,140.6136453,,,,,,,4.726683748,,55.09136528,,,551.2882695,,26.45123841,,,,,20.2247309,,,,
10212,VHD,Rhesus,M,5.03774889285885,,,,,,45.66,1.51,,,,,,,2156.299282,81.14795967,,,,,,,4.375530419,,48.57197288,,,628.3962426,,20.14459207,,,,,13.04869725,,,,
10213,LD,Rhesus,M,4.74205493610409,,,,,,39.8,1.11,,,,,,,1870.59092,52.64120898,,,,,,,4.019571782,,41.31355296,,,551.2882695,,44.46776987,,,,,6.340446415,,,,
10214,VHD,Rhesus,M,5.03774889285885,,,,,,39.04,1.93,,,,,,,5453.662104,137.4629266,,,,,,,4.375530419,,79.38234649,,,703.8481008,,81.42238907,,,,,18.58403933,,,,
10215,VHD,Rhesus,M,5.07607959095669,,,,,,26.34,1.49,,,,,,,4035.81147,128.7308674,,,,,,,5.586043134,,73.69070592,,,653.8066441,,14.82217269,,,,,18.58403933,,,,
10242,VHD,Rhesus,M,5.19380959225719,,,,,,,,,,,,,,2278.033396,237.9594565,,,,,,,3.518542633,,94.00566273,,,806.185917,,18.10845482,,,,,34.99366283,,,,
10243,LD,Rhesus,M,5.43748331587917,,,,,,,,,,,,,,3897.247351,221.02921,,,,,,,3.966920403,,94.00566273,,,1736.683494,,36.2405919,,,,,37.57114363,,,,
10244,VHD,Rhesus,M,5.32796703559963,,,,,,,,,,,,,,4143.048596,401.4089539,,,,,,,9.414071191,,127.7744537,,,806.185917,,36.2405919,,,,,29.56079679,,,,
10246,LD,Rhesus,M,5.17464424320827,,,,,,,,,,,,,,2005.488222,399.9528717,,,,,,,7.591752979,,127.5919995,,,1027.486786,,75.1892254,,,,,28.14943432,,,,
10247,VHD,Rhesus,M,5.25130563940395,,,,,,,,,,,,,,4296.149362,363.2550169,,,,,,,7.404368239,,114.1991006,,,748.3809762,,33.74286569,,,,,42.50487721,,,,
10248,VHD,Rhesus,M,5.39093889676037,,,,,,,,,,,,,,2438.544585,211.2246731,,,,,,,5.020209934,,99.87762611,,,597.8454468,,61.47537851,,,,,28.14943432,,,,
10249,VHD,Rhesus,M,5.28416052348781,,,,,,,,,,,,,,9404.961672,175.9385963,,,,,,,3.857319005,,111.363111,,,1236.455822,,55.0768718,,,,,30.91697752,,,,
10252,VHD,Rhesus,M,5.2649951744389,,,,,,,,,,,,,,2556.896505,336.2354683,,,,,,,6.826923756,,99.87762611,,,502.7822344,,57.51628261,,,,,30.97215925,,,,
